program,completed,error,retired_instructions,conditional_branches,taken_branches,jal,jalr,traps,timer_interrupts,config,update_delay,mispredict_barrier,predicted_taken,correct,mispredictions,accuracy_pct,mispred_per_kinst,alias_switches,alias_associated_misses,static_branches,branch_index_pairs,max_indices_per_branch,pht_bits,history_state_bits,lookup_xor_operands,elapsed_seconds
current,1,"",30761367,12056109,6843049,400095,400089,0,0,BIMODAL,0,1,7264736,10158594,1897515,84.260967,61.685002,12,5,92,92,1,512,0,1,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,GSHARE,0,1,7248066,10810636,1245473,89.669362,40.488220,891736,273284,92,392,51,512,8,2,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,LAST_TARGET_BRANCH,0,1,7235952,10906842,1149267,90.467347,37.360726,1191066,230491,92,388,48,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,LAST_TARGET_ALL_CFI,0,1,7187467,10884939,1171170,90.285672,38.072755,1640130,266364,92,387,48,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,SOURCE_PATH_BRANCH,0,1,7546489,6367785,5688324,52.817912,184.917790,9042809,4663416,92,2692,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,SOURCE_PATH_ALL_CFI,0,1,7176536,7709934,4346175,63.950434,141.286797,8397445,3568596,92,2480,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,TARGET_PATH_BRANCH,0,1,7579159,6385123,5670986,52.961723,184.354161,9286481,4790869,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,TARGET_PATH_ALL_CFI,0,1,7579402,6382814,5673295,52.942570,184.429223,9292598,4794856,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,NEXT_PC_PATH_BRANCH,0,1,7565446,6355918,5700191,52.719480,185.303566,9000258,4675275,92,2928,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,NEXT_PC_PATH_ALL_CFI,0,1,7572657,6326397,5729712,52.474617,186.263244,9028297,4701772,92,2929,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,EDGE_PATH_BRANCH,0,1,7394575,6704431,5351678,55.610239,173.973998,7740809,4092069,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,EDGE_PATH_ALL_CFI,0,1,7413629,6672895,5383214,55.348662,174.999180,7743763,4117888,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,BIMODAL,2,1,7264736,10158594,1897515,84.260967,61.685002,12,5,92,92,1,512,0,1,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,GSHARE,2,1,7194662,10834336,1221773,89.865943,39.717773,906699,303269,92,470,75,512,8,2,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,LAST_TARGET_BRANCH,2,1,7142606,10964648,1091461,90.946822,35.481551,888358,157665,92,468,69,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,LAST_TARGET_ALL_CFI,2,1,7110701,10915045,1141064,90.535387,37.094060,1373072,222781,92,461,69,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,SOURCE_PATH_BRANCH,2,1,7461210,6583918,5472191,54.610638,177.891672,8916975,4474065,92,2749,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,SOURCE_PATH_ALL_CFI,2,1,7114762,7880564,4175545,65.365733,135.739904,8225769,3418813,92,2547,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,TARGET_PATH_BRANCH,2,1,7449900,6560844,5495265,54.419249,178.641768,9012026,4567708,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,TARGET_PATH_ALL_CFI,2,1,7448020,6563716,5492393,54.443071,178.548405,9019700,4567188,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,NEXT_PC_PATH_BRANCH,2,1,7502741,6443753,5612356,53.448032,182.448199,8930204,4590832,92,2928,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,NEXT_PC_PATH_ALL_CFI,2,1,7501441,6433479,5622630,53.362814,182.782189,8947007,4602273,92,2929,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,EDGE_PATH_BRANCH,2,1,7413898,6739502,5316607,55.901137,172.833899,7799977,4051394,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,EDGE_PATH_ALL_CFI,2,1,7431349,6716975,5339134,55.714286,173.566214,7792979,4063694,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,BIMODAL,4,1,7264736,10158594,1897515,84.260967,61.685002,12,5,92,92,1,512,0,1,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,GSHARE,4,1,7207972,10684156,1371953,88.620267,44.599871,1022733,424898,92,551,84,512,8,2,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,LAST_TARGET_BRANCH,4,1,7149614,10874492,1181617,90.199019,38.412370,859208,262224,92,538,78,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,LAST_TARGET_ALL_CFI,4,1,7079112,10752154,1303955,89.184280,42.389371,1212222,388940,92,544,79,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,SOURCE_PATH_BRANCH,4,1,7544305,6507515,5548594,53.976909,180.375404,9055349,4591424,92,2756,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,SOURCE_PATH_ALL_CFI,4,1,7280940,7583418,4472691,62.901040,145.399618,8495276,3703542,92,2583,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,TARGET_PATH_BRANCH,4,1,7513092,6497912,5558197,53.897257,180.687581,8982806,4591710,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,TARGET_PATH_ALL_CFI,4,1,7506861,6498133,5557976,53.899090,180.680397,8987813,4593578,92,2929,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,NEXT_PC_PATH_BRANCH,4,1,7538559,6430237,5625872,53.335923,182.887581,9055021,4656475,92,2928,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,NEXT_PC_PATH_ALL_CFI,4,1,7537402,6423486,5632623,53.279926,183.107045,9072455,4664543,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,EDGE_PATH_BRANCH,4,1,7451517,6614941,5441168,54.867959,176.883166,8236585,4283402,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,EDGE_PATH_ALL_CFI,4,1,7464047,6613271,5442838,54.854108,176.937455,8217935,4280411,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,BIMODAL,6,1,6929367,10142465,1913644,84.127184,62.209329,12,5,92,92,1,512,0,1,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,GSHARE,6,1,7103137,10330273,1725836,85.684967,56.104009,1129343,414545,92,577,85,512,8,2,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,LAST_TARGET_BRANCH,6,1,7066530,10412240,1643869,86.364846,53.439400,1289345,347504,92,583,85,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,LAST_TARGET_ALL_CFI,6,1,7029546,10354166,1701943,85.883149,55.327288,1562618,423384,92,567,83,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,SOURCE_PATH_BRANCH,6,1,7333724,7027052,5029057,58.286235,163.486135,7952828,3973256,92,2756,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,SOURCE_PATH_ALL_CFI,6,1,7175774,7917960,4138149,65.675916,134.524223,7335028,3206943,92,2582,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,TARGET_PATH_BRANCH,6,1,7343429,6991407,5064702,57.990576,164.644894,7881475,4000379,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,TARGET_PATH_ALL_CFI,6,1,7340821,6993999,5062110,58.012075,164.560632,7882794,4000823,92,2929,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,NEXT_PC_PATH_BRANCH,6,1,7359908,6926780,5129329,57.454524,166.745808,7930383,4042796,92,2928,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,NEXT_PC_PATH_ALL_CFI,6,1,7355208,6922440,5133669,57.418525,166.886894,7935243,4049294,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,EDGE_PATH_BRANCH,6,1,7339120,7096268,4959841,58.860350,161.236040,7213255,3717713,92,2930,256,512,16,3,7.042314
current,1,"",30761367,12056109,6843049,400095,400089,0,0,EDGE_PATH_ALL_CFI,6,1,7351245,7077211,4978898,58.702281,161.855551,7215382,3733306,92,2930,256,512,16,3,7.042314
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,BIMODAL,0,1,172222749,160088933,63586144,71.572092,44.849837,20,11,128,128,1,512,0,1,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,GSHARE,0,1,157128809,167560043,56115034,74.912255,39.580166,19321748,6672602,128,874,74,512,8,2,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,LAST_TARGET_BRANCH,0,1,153018072,170378964,53296113,76.172529,37.591869,8440941,2526856,128,935,110,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,LAST_TARGET_ALL_CFI,0,1,156661259,168588297,55086780,75.371963,38.854897,11770178,4198165,128,861,71,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,SOURCE_PATH_BRANCH,0,1,181705204,147416654,76258423,65.906607,53.788099,119519361,46872872,128,8793,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,SOURCE_PATH_ALL_CFI,0,1,181712793,147726327,75948750,66.045055,53.569675,117836148,46148280,128,9156,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,TARGET_PATH_BRANCH,0,1,181396240,146969330,76705747,65.706619,54.103615,120044200,47522356,128,8975,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,TARGET_PATH_ALL_CFI,0,1,182024012,146667448,77007629,65.571654,54.316544,120458083,47865210,128,8420,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,NEXT_PC_PATH_BRANCH,0,1,182358741,146189677,77485400,65.358054,54.653535,120750183,47998068,128,8596,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,NEXT_PC_PATH_ALL_CFI,0,1,182134001,146167583,77507494,65.348176,54.669119,120825619,47965194,128,8787,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,EDGE_PATH_BRANCH,0,1,182618201,146070617,77604460,65.304825,54.737513,121674742,48468654,128,8866,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,EDGE_PATH_ALL_CFI,0,1,182148812,146278068,77397009,65.397571,54.591189,121294443,48120617,128,9167,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,BIMODAL,2,1,172222749,160088933,63586144,71.572092,44.849837,20,11,128,128,1,512,0,1,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,GSHARE,2,1,157319523,167600861,56074216,74.930503,39.551375,20106528,7021505,128,941,74,512,8,2,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,LAST_TARGET_BRANCH,2,1,152950066,170365672,53309405,76.166587,37.601244,8373012,2518507,128,1007,110,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,LAST_TARGET_ALL_CFI,2,1,156475464,168667068,55008009,75.407180,38.799337,11938281,4263630,128,917,71,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,SOURCE_PATH_BRANCH,2,1,181662974,147432186,76242891,65.913551,53.777144,119401842,46817460,128,8793,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,SOURCE_PATH_ALL_CFI,2,1,181665965,147716063,75959014,66.040466,53.576914,117718959,46116705,128,9156,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,TARGET_PATH_BRANCH,2,1,181319753,147082443,76592634,65.757189,54.023832,119899341,47373938,128,8975,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,TARGET_PATH_ALL_CFI,2,1,181942221,146787777,76887300,65.625451,54.231671,120306988,47713425,128,8420,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,NEXT_PC_PATH_BRANCH,2,1,182314220,146258948,77416129,65.389023,54.604675,120698088,47920113,128,8596,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,NEXT_PC_PATH_ALL_CFI,2,1,182093080,146231648,77443429,65.376818,54.623931,120775746,47889530,128,8787,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,EDGE_PATH_BRANCH,2,1,182537808,146198830,77476247,65.362146,54.647079,121501821,48297349,128,8866,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,EDGE_PATH_ALL_CFI,2,1,182056715,146400271,77274806,65.452205,54.504995,121125451,47954046,128,9167,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,BIMODAL,4,1,172222749,160088933,63586144,71.572092,44.849837,20,11,128,128,1,512,0,1,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,GSHARE,4,1,160583888,167377192,56297885,74.830506,39.709138,30848133,11165308,128,1115,127,512,8,2,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,LAST_TARGET_BRANCH,4,1,158173013,169712079,53962998,75.874380,38.062249,17039414,5663265,128,1202,157,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,LAST_TARGET_ALL_CFI,4,1,158544654,169232580,54442497,75.660007,38.400459,21733940,7463070,128,1109,134,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,SOURCE_PATH_BRANCH,4,1,181602599,147134691,76540386,65.780548,53.986979,118489758,46539631,128,8793,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,SOURCE_PATH_ALL_CFI,4,1,181595620,147365396,76309681,65.883691,53.824253,117057795,45938562,128,9156,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,TARGET_PATH_BRANCH,4,1,181227007,146983817,76691260,65.713096,54.093396,119172278,47054288,128,8975,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,TARGET_PATH_ALL_CFI,4,1,181795454,146769858,76905219,65.617439,54.244310,119410176,47310496,128,8425,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,NEXT_PC_PATH_BRANCH,4,1,182014352,146239460,77435617,65.380311,54.618421,119222434,47306706,128,8596,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,NEXT_PC_PATH_ALL_CFI,4,1,182016567,146228263,77446814,65.375305,54.626319,119468882,47272763,128,8816,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,EDGE_PATH_BRANCH,4,1,182056464,146174116,77500961,65.351097,54.664511,119899539,47718535,128,8867,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,EDGE_PATH_ALL_CFI,4,1,182179372,146261210,77413867,65.390034,54.603080,119904534,47519067,128,9166,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,BIMODAL,6,1,161602408,159376100,64298977,71.253401,45.352626,20,11,128,128,1,512,0,1,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,GSHARE,6,1,160526391,165605473,58069604,74.038411,40.958802,32751012,12114539,128,1208,127,512,8,2,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,LAST_TARGET_BRANCH,6,1,156460462,169160834,54514243,75.627931,38.451064,16837328,5358891,128,1303,156,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,LAST_TARGET_ALL_CFI,6,1,160736509,169132817,54542260,75.615406,38.470826,21889424,7745547,128,1224,164,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,SOURCE_PATH_BRANCH,6,1,177842336,145830428,77844649,65.197442,54.906927,107898678,44373223,128,8794,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,SOURCE_PATH_ALL_CFI,6,1,178720936,147251760,76423317,65.832887,53.904405,109679941,44333730,128,9168,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,TARGET_PATH_BRANCH,6,1,177364512,145869660,77805417,65.214981,54.879256,108459940,44723810,128,8991,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,TARGET_PATH_ALL_CFI,6,1,178831131,146855693,76819384,65.655814,54.183767,111549503,45391229,128,8425,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,NEXT_PC_PATH_BRANCH,6,1,178047211,145172777,78502300,64.903421,55.370795,108775479,45060609,128,8607,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,NEXT_PC_PATH_ALL_CFI,6,1,179106124,146292882,77382195,65.404194,54.580740,111838244,45515274,128,8823,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,EDGE_PATH_BRANCH,6,1,178130036,145188234,78486843,64.910332,55.359892,109223731,45287706,128,8871,256,512,16,3,143.042525
src0,1,"",1417756421,223675077,156842121,16239766,16012268,0,0,EDGE_PATH_ALL_CFI,6,1,179127609,146403057,77272020,65.453451,54.503029,112134879,45624543,128,9173,256,512,16,3,143.042525
src1,1,"",1304110682,221337310,159213544,14000669,11350126,0,0,BIMODAL,0,1,162506279,193032919,28304391,87.212101,21.703979,65,23,128,128,1,512,0,1,128.872380
